I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
10032		2013	8	16	2	31	  7.0	10	 6.5	 6.5							NEW ZEALAND		NEW ZEALAND:  WELLINGTON	 -41.767	  174.061	170								1				2								1				2
10029		2013	8	21	12	38	 30.0	12	 6.2	 6.2							MEXICO		MEXICO:  ACAPULCO	  16.917	  -99.381	150					         1	1		1				1					1	1		1				1
10031		2013	8	31	0	4	 18.0	10	 5.8	 5.8							CHINA		CHINA:  YUNNAN PROVINCE:  BENZILAN	  28.229	   99.370	30	       5	1			        24	1		3	600	3	55000	4	       5	1			24	1		3	600	3	55000	4
10030		2013	9	7	0	13	 29.0	67	 6.6	 6.6							GUATEMALA		GUATEMALA:  COATEPEQUE, QUETZALTENANGO	  14.643	  -92.104	100	       1	1			        11	1		1		1			       1	1			11	1		1		1		
10039	Tsu	2013	9	24	11	29	 47.0	15	 7.7	 7.7							PAKISTAN		PAKISTAN:  AWARAN, KECH	  26.971	   65.520	60	     386	3			       816	3		4	32638	4	14118	4	     386	3			816	3		4	32638	4	14118	4
10040		2013	9	25	16	42	 43.0	46	 7.0	 7.0							PERU		PERU:  AREQUIPA	 -15.851	  -74.562	160								1		1										1		1		
10043		2013	9	28	7	34	  7.0	15	 6.8	 6.8							PAKISTAN		PAKISTAN: AWARAN	  27.263	   65.587	60	      22	1											      22	1										
10049		2013	10	12	13	11	 52.0	36	 6.4	 6.4							GREECE		GREECE:  CRETE:  CHANIA	  35.487	   23.261	130					         1	1		1				1					1	1		1				1
10048		2013	10	15	0	12	 32.0	20	 7.1	 7.1							PHILIPPINES		PHILIPPINES:  BOHOL, CEBU	   9.866	  124.011	170	     186	3	11	1	       583	3	      20.300	3				3	     186	3	11	1	583		      20.600	3				3
10050		2013	10	22	5	40	 43.0	48	 5.3	 5.3							INDONESIA		INDONESIA:  BANDA ACEH	   5.067	   96.031	60	       1	1			         2	1		1			160	3	       1	1			2	1		1			160	3
10052	Tsu	2013	10	25	17	10	 18.0	26	 7.1	 7.1							JAPAN		JAPAN:  HONSHU:  E COAST	  37.149	  144.679	30					         1	1											1	1						
10054		2013	11	17	9	4	 55.0	10	 7.8	 7.8							ANTARCTICA		SCOTIA SEA:  SOUTH ORKNEY ISLANDS	 -60.296	  -46.362	20																								
10056		2013	11	28	13	51	 36.0	16	 5.6	 5.6							IRAN		IRAN:  BORAZJAN	  29.363	   51.314	140	       8	1			       190	3		2	250	3			       8	1			190	3		2	250	3		
10059		2014	1	2	20	13	 56.0	10	 5.5	 5.5							IRAN		IRAN:  BASTAK	  27.261	   54.428	140	       1	1			        12	1		1				3	       1	1			12	1		1				3
10068		2014	1	13	4	1	  4.0	28	 6.4	 6.4							USA TERRITORY		PUERTO RICO	  19.001	  -66.848	90																								
10067		2014	1	20	2	52	 45.0	28	 6.2	 6.2							NEW ZEALAND		NEW ZEALAND:  WELLINGTON	 -40.634	  175.776	170								1				1								1				1
10070		2014	1	25	5	14	 21.0	89	 6.1	 6.1							INDONESIA		INDONESIA:  JAVA:  BANYUMAS	  -7.976	  109.246	60								1				2								1				2
10069		2014	1	26	13	55	 42.0	12	 6.1	 6.1							GREECE		GREECE:  KEFALONIA	  38.169	   20.431	130					         6	1	     178.000	4				1					6	1	     178.000	4				1
10072		2014	2	2	14	26	 47.0	25	 5.3	 5.3							IRAN		IRAN:  GOHARAN	  26.579	   57.717	140								1				3								1				3
10071		2014	2	3	3	8	 46.0	14	 6.1	 6.1							GREECE		GREECE:  KEFALONIA:  LIXOURION	  38.292	   20.337	130					        16	1		1				1					16	1		1				1
10073		2014	2	12	9	19	 48.0	10	 6.9	 6.9							CHINA		CHINA:  XINJIANG PROVINCE:  YUTIAN	  35.922	   82.549	40								1				1								1				1
10074		2014	2	27	0	0	  7.0	0	 4.5	 4.5							AUSTRALIA		AUSTRALIA:  KALGOORLIE	 -30.679	  121.187	60								1												1				
10087		2014	3	13	17	6	 50.0	79	 6.3	 6.3							JAPAN		JAPAN:  SOUTHWESTERN	  33.684	  131.825	30					        18	1		1									18	1		1				
10075	Tsu	2014	3	16	21	16	 30.0	20	 6.7	 6.7							CHILE		CHILE:  IQUIQUE	 -19.925	  -70.628	160								1												1				
10082		2014	3	29	4	9	 42.0	5	 5.1	 5.1						6	USA	CA	CALIFORNIA:  LA HABRA, BREA, FULLERTON	  33.932	 -117.917	150						1	      10.800	3				2						1	      10.800	3				2
10079	Tsu	2014	4	1	23	46	 46.0	20	 8.2	 8.2							CHILE		CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO	 -19.642	  -70.817	160	       7	1						3			2500	4	       7	1						3			2500	4
10080	Tsu	2014	4	3	2	43	 17.0	40	 7.6	 7.6							CHILE		CHILE:  NORTHERN:  IQUIQUE	 -20.400	  -70.135	160																								
10081		2014	4	4	22	40	 35.0	26	 5.4	 5.4							CHINA		CHINA:  YUNNAN PROVINCE:  XILUODU	  28.155	  103.641	30					        21	1		1	75	2							21	1		1	75	2		
10083		2014	4	10	23	27	 46.0	13	 6.1	 6.1							NICARAGUA		NICARAGUA:  NAGAROTE, MANAGUA	  12.514	  -86.379	100					       250	3		3			1001	4	       1	1			250	3		3			1001	4
10084	Tsu	2014	4	12	20	14	 39.0	29	 7.6	 7.6							SOLOMON ISLANDS		SOLOMON ISLANDS	 -11.315	  162.211	170																								
10085	Tsu	2014	4	13	12	36	 18.0	35	 7.4	 7.4							SOLOMON ISLANDS		SOLOMON ISLANDS	 -11.451	  162.069	170																								
10086		2014	4	14	5	7	  5.0	10	 5.1	 5.1							NICARAGUA		NICARAGUA:  MANAGUA, CIUDAD SANDINO	  12.176	  -86.296	100						1		1	7	1								1		1	7	1		
10088		2014	4	18	14	27	 26.0	24	 7.2	 7.2							MEXICO		MEXICO:  GUERRERO; MEXICO CITY	  17.552	 -100.816	150								1			127	2								1			127	2
10091	Tsu	2014	4	19	13	27	 59.0	31	 7.5	 7.5							PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON SEA	  -6.720	  154.931	170																								
10093		2014	5	5	11	8	 43.0	7	 6.0	 6.0							THAILAND		THAILAND:  CHIANG RAI	  19.703	   99.683	60								1	20	1		1	       1	1			23	1		1	20	1		1
10095		2014	5	8	17	0	 17.0	24	 6.4	 6.4							MEXICO		MEXICO:  TECPAN	  17.385	 -100.656	150								1				1								1				1
10094		2014	5	8	22	51	 15.0	15	 4.5	 4.5							PAKISTAN		PAKISTAN:  NAWABSHAH	  26.387	   68.358	60	       2	1			        70	2		1		2			       2	1			70	2		1		2		
10099		2014	5	17	16	46	 25.0	10	 4.1	 4.1							GERMANY		GERMANY:  HESSE	  49.915	    8.624	120							       1.360	2			70	2							       1.360	2			70	2
10098		2014	5	19	0	59	 19.0	10	 5.1	 5.1							ALBANIA		ALBANIA:  BELSH	  40.977	   19.879	130								1				1								1				1
10096		2014	5	24	9	25	  3.0	10	 6.9	 6.9							GREECE		GREECE, TURKEY	  40.305	   25.453	130	       3	1			       266	3	     450.000	4				1	       3	1			266	3	    4500.000	4				1
10097		2014	5	30	1	20	 15.0	10	 5.9	 5.9							CHINA		CHINA:  YUNNAN PROVINCE:  YINGJIANG	  24.976	   97.865	30					        45	1		1				1					45	1		1				1
10101	Tsu	2014	6	23	19	19	 16.0	20	 6.9	 6.9							NEW ZEALAND		NEW ZEALAND:  SSE OF RAOUL ISLAND	 -30.118	 -177.670	170																								
10100	Tsu	2014	6	23	20	53	 10.0	108	 7.9	 7.9							USA	AK	ALASKA:  ALEUTIAN ISLANDS	  51.797	  178.760	150																								
10102		2014	7	7	11	23	 55.0	60	 6.9	 6.9							MEXICO		MEXICO; GUATEMALA:  SAN MARCOS	  14.742	  -92.409	150	       5	1			        12	1		1		1	50	1	       5	1			12	1		1		1	50	1
10105	Tsu	2014	7	11	19	21	 59.0	11	 6.5	 6.5							JAPAN		JAPAN:  SANRIKU	  37.040	  142.425	30					         3	1											3	1						
10107	Tsu	2014	7	25	10	54	 49.0	10	 6.1	 6.1							USA	AK	ALASKA:  SOUTHEASTERN	  58.358	 -137.130	150																								
10104		2014	7	29	10	46	 15.0	95	 6.3	 6.3							MEXICO		MEXICO:  OAXACA	  17.842	  -95.524	150	       1	1			         1	1		1				1	       1	1			1	1		1				1
10103		2014	8	1	4	11	 26.0	10	 5.6	 5.6							ALGERIA		ALGERIA:  ALGIERS	  36.851	    3.161	15	       6				       420	3							       6	1			420	3						
10106		2014	8	3	8	30	 13.0	10	 6.1	 6.1							CHINA		CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG	  27.245	  103.427	30	     589	3			      2400	4		3	12000	4			     589	3			2400	4		3	12000	4		
10109		2014	8	5	10	22	 34.0	10	 5.3	 5.3							SOUTH AFRICA		SOUTH AFRICA	 -26.986	   26.741	10	       1	1			         2	1		2	13	1	1433	4	       1	1			2	1		2	13	1	1433	4
10113		2014	8	12	19	57	 58.0	5	 5.1	 5.1							ECUADOR		ECUADOR:  QUITO	   -.076	  -78.302	160	       2	1			         8	1							       2	1			8	1						
10112		2014	8	16	22	7	 59.0	10	 5.1	 5.1							CHINA		CHINA:  YUNNAN PROVINCE:  YONGSHAN	  28.182	  103.570	30					         6	1		1			337	3					6	1		1			337	3
10111		2014	8	18	2	32	  5.0	10	 6.2	 6.2							IRAN		IRAN:  ABDANAN	  32.739	   47.670	140					        60	2		1		1							60	2		1		1		
10110		2014	8	24	10	20	 44.0	11	 6.0	 6.0							USA	CA	CALIFORNIA:  NAPA, VALLEJO	  38.220	 -122.313	150	       1	1			       172	3	     700.000	4	126	3	532	3	       1	1			172	3	     700.000	4	126	3	532	3
10117		2014	9	20	4	26	 10.0	19	 5.2	 5.2							PHILIPPINES		PHILIPPINES:  BARANGAY LUAYON	   6.881	  125.251	60																	1	1		1	15	1	67	2
10118		2014	9	27	2	35	 26.0	43	 4.9	 4.9							PERU		PERU:  PACCHA	 -13.814	  -71.744	160	       8	1			         5	1		1	45	3	70	3	       8	1			5	1		1	45	3	70	3
10116		2014	10	7	13	49	 40.0	11	 6.0	 6.0							CHINA		CHINA:   YUNNAN PROVINCE:  YONGPING	  23.386	  100.487	30	       1	1			       323	3		1		1			       1	1			323	3		1		1		
10115	Tsu	2014	10	9	2	14	 32.0	16	 7.1	 7.1							CHILE		CHILE: EASTER ISLAND REGION	 -32.115	 -110.779	160																								
10193	Tsu	2014	10	14	3	51	 46.0	40	 7.3	 7.3						7	EL SALVADOR		EL SALVADOR:  GULF OF FONSECA	  12.526	  -88.123	100	       1	1						1	5	1	41	1	       1	1						1	5	1	41	1
10119	Tsu	2014	11	15	2	31	 40.0	35	 7.1	 7.1							INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	   1.928	  126.547	170																								
10121		2014	11	22	8	55	 27.0	15	 5.9	 5.9							CHINA		CHINA:  SICHUAN PROVINCE:  KANGDING	  30.343	  101.720	30	       1	1			        15	1		1	2	1		1	       1	1			15	1		1	2	1		1
10122		2014	11	22	13	8	 18.0	10	 6.2	 6.2							JAPAN		JAPAN:  NAGANO:  HAKUBA, OTARI	  36.640	  137.911	30					        41	1		1	50	1		2					41	1		1	50	1		2
10128		2014	12	6	18	43	 46.0	11	 5.6	 5.6							CHINA		CHINA:  YUNNAN PROVINCE:  YONGPING	  23.336	  100.474	30	       1	1			        15	1		2	434	3	17000	4	       1	1			15	1		2	434	3	17000	4
10131	Tsu	2015	2	16	23	6	 27.0	23	 6.7	 6.7							JAPAN		JAPAN:  HONSHU	  39.830	  142.890	30																								
10135	Tsu	2015	2	19	13	18	 32.0	10	 6.4	 6.4						5	VANUATU		VANUATU ISLANDS	 -16.431	  168.148	170																				1				
10127		2015	2	20	22	37	 50.0	10	 4.6	 4.6							CHINA		CHINA:  YUNNAN PROVINCE	  23.663	  102.907	30								1			276	3								1			276	3
10126		2015	2	21	21	21	 37.0	7	 3.4	 3.4							BOSNIA-HERZEGOVINA		BALKANS NW:  BOSNIA-HERZEGOVINA:	  44.520	   18.930	130	       4	1			         1	1							       4	1			1	1						
10125		2015	2	22	6	42	 55.0	16	 5.2	 5.2							CHINA		CHINA:  XINJIANG PROVINCE:  SHAWAN	  44.107	   85.641	40							      14.650	3			1728	4							      14.650	3			1728	4
10124		2015	2	26	21	59	  5.0	29	 5.4	 5.4						3	PAKISTAN		PAKISTAN:  BATTAGRAM	  34.658	   73.302	60					         5	1		1			2	1					5	1		1			2	1
10137		2015	3	8	20	47	 27.0	9	 4.4	 4.4							SERBIA AND MONTENEGRO		BALKANS NW: SERBIA:  KOSJERIC	  44.126	   19.936	130								1			100	2								1			100	2
10132		2015	3	14	6	13	 34.0	10	 4.7	 4.7							CHINA		CHINA:  ANHUI PROVINCE:  FUYANG	  33.179	  115.798	30	       2	1			        13	1		2	155	3	10000	4	       2	1			13	1		2	155	3	10000	4
10133	Tsu	2015	3	29	23	48	 31.0	40	 7.5	 7.5							PAPUA NEW GUINEA		PAPUA NEW GUINEA	  -4.760	  152.556	170																								
10136		2015	4	20	1	42	 58.0	29	 6.4	 6.4							TAIWAN		TAIWAN:  TAIPEI	  24.194	  122.327	30	       1	1			         1	1	       1.000	1			1	1	       1	1			1	1		1			1	1
10134		2015	4	25	6	11	 25.0	15	 7.8	 7.8							NEPAL		NEPAL:   KATHMANDU	  28.147	   84.708	60	    8200	4	366	3	     17866	4	   10000.000	4	299588	4	269107	4	    8200	4	366	3	17866	4	   10000.000	4	299588	4	269107	4
10140	Tsu	2015	5	2	16	50	 46.0	33	 5.7	 5.7							JAPAN		JAPAN:  HONSHU:  S. OF	  31.594	  140.167	30																								
10139	Tsu	2015	5	5	1	44	  5.0	42	 7.5	 7.5							PAPUA NEW GUINEA		PAPUA NEW GUINEA	  -5.465	  151.886	170								1				1								1				1
10141		2015	5	12	7	5	 19.0	15	 7.3	 7.3							NEPAL		NEPAL:   DOLAKHA	  27.837	   86.077	60	     117	3			      2800	4		2		2			     117	2			2800	4		2		2		
10143		2015	5	30	11	23	  2.0	678	 7.8	 7.8							JAPAN		JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND]	  27.831	  140.493	30																								
10151		2015	6	4	23	15	 43.0	10	 6.0	 6.0							MALAYSIA		MALAYSIA:  SABAH:  LAHAD,DATU,KANAK	   5.987	  116.541	170	      18	1				2		1			23	1	      18	1				2		1			23	1
10153		2015	6	28	1	5	 28.0	26	 5.1	 5.1							INDIA		INDIA:  KOKRAJHAR	  26.642	   90.401	60					         2	1						1					2	1		1				1
10152		2015	7	3	1	7	 47.0	20	 6.4	 6.4							CHINA		CHINA:  S. XINJIANG:  HOTAN	  37.468	   78.136		       3	1			       263	3		3	3000	4			       3	1			263	3		3	3000	4		
10147	Tsu	2015	7	10	4	12	 42.0	12	 6.7	 6.7							SOLOMON ISLANDS		SOLOMON ISLANDS	  -9.303	  158.396	170																								
10146	Tsu	2015	7	18	2	27	 33.0	10	 7.0	 7.0							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.444	  165.172	170																								
10145		2015	7	24	20	59	 54.0	19	 5.1	 5.1							PAKISTAN		PAKISTAN:  ABBOTTABAD	  33.884	   73.225	60	       3	1						1	3	1			       3	1						1	3	1		
10157	Tsu	2015	7	27	4	49	 46.0	29	 6.9	 6.9							USA	AK	ALASKA	  52.376	 -169.446	150																								
10149		2015	7	27	21	41	 21.0	48	 7.0	 7.0							INDONESIA		INDONESIA:  PAPUA	  -2.683	  138.508	170			1	1				1			5	1			1	1				1			5	1
10150		2015	7	29	0	10	 24.0	10	 5.9	 5.9							PANAMA		COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA	   8.237	  -77.298	100								1			41	1								1			41	1
10148		2015	8	7	1	28	 37.0	10	 5.5	 5.5							RWANDA		RWANDA:  BUKAVU	  -2.102	   28.930	10	       3	1			        30	1							       3	1			30	1						
10156	Tsu	2015	9	16	22	54	 32.0	22	 8.3	 8.3						9	CHILE		CHILE:  CENTRAL	 -31.573	  -71.674	160	       7	1	1	1	        14	1	     600.000	4	2305	4	10044	4	      15	1	1	1	14	1	     600.000	4	2305	4	10044	4
10158		2015	9	24	15	53	 27.0	18	 6.6	 6.6							INDONESIA		INDONESIA:  SORONG	   -.631	  131.244	60					        39	1		2			260	3					39	1		2			260	3
10160		2015	10	17	11	33	  8.0	14	 5.8	 5.8						7	ARGENTINA		ARGENTINA:  GALPON	 -25.420	  -64.444		       1	1			         5	1		1			20	1	       1	1			5	1		1			20	1
10159		2015	10	26	9	9	 32.0	213	 7.5	 7.5							AFGHANISTAN		AFGHANISTAN: HINDU KUSH	  36.441	   70.717	40	     300	3			      1700	4		3	4000	4			     300	3			1700	4		3	4000	4		
10161		2015	11	7	6	58	 30.0	14	 5.3	 5.3							VENEZUELA		VENEZUELA:  MERIDA	   8.477	  -71.365	160	       1	1						1	33	1	83	2	       1	1						1	33	1	83	2
10162	Tsu	2015	11	11	1	54	 37.0	10	 6.9	 6.9						7	CHILE		CHILE:  LA SERENA	 -29.439	  -72.105	160																								
10163	Tsu	2015	11	13	20	51	 30.0	12	 6.7	 6.7							JAPAN		JAPAN:  KYUSYU ISLAND	  30.991	  128.877	30																								
10164	Tsu	2015	11	17	7	10	  8.0	11	 6.5	 6.5							GREECE		GREECE:  LEFKADA, KEFALONIA, ITHACA	  38.755	   20.552		       2	1			         4	1		2	1	1		2	       2	1			4	1		2	1	1		2
10166		2015	11	24	21	51	 10.0	612	 7.6	 7.6							PERU		PERU-BRAZIL	 -10.047	  -71.023	160																								
10165		2015	11	24	22	50	 53.0	601	 7.6	 7.6							PERU		PERU-BRAZIL	 -10.548	  -70.904	160																								
10168		2015	12	7	7	50	  6.0	26	 7.2	 7.2							TAJIKISTAN		TAJIKISTAN	  38.258	   72.767	40	       2	1				3		3	500	3			       2	1				3		3	500	3		
10169		2015	12	25	19	14	 47.0	203	 6.3	 6.3							AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  NANGARHAR; PAKISTAN	  36.500	   71.132	40	       2	1			        97	2		1		1		1	       2	1			97	2		1		1		1
10170		2016	1	3	23	5	 22.0	55	 6.7	 6.7							INDIA		INDIA:  IMPAHL	  24.834	   93.656	60	      13	1			       100	2		1				2	      13	1			100	2		1				2
10171		2016	1	16	23	22	 35.0	46	 5.5	 5.5							INDONESIA		INDONESIA: MALUKU:  AMBALAU ISLAND	  -3.863	  127.229	170					         8	1		1			120	3					8	1		1			120	3
10172		2016	1	24	10	30	 30.0	128	 7.1	 7.1							USA	AK	ALASKA:  KENAI	  59.658	 -153.452	150								1	4	1										1	4	1		
10173		2016	1	25	4	22	  2.0	10	 6.3	 6.3							MOROCCO		MOROCCO:  MELILLA	  35.741	   -3.597	15					        15	1		1		1							15	1		1		1		
10174		2016	2	5	19	57	 27.0	23	 6.4	 6.4							TAIWAN		TAIWAN:  TAINAN	  22.939	  120.593	30	     116	3			       525	3		3					     116	3			525	3		3				
10175	Tsu	2016	3	2	12	49	 48.0	24	 7.8	 7.8							INDONESIA		INDONESIA: SUMATRA:	  -4.908	   94.275	60		1												1										
10186		2016	4	10	10	28	 58.0	212	 6.6	 6.6							AFGHANISTAN		AFGHANISTAN:  KHYBER PAKHTUNKHWA	  36.472	   71.131	40	       6	1			         5	1		1			20	1	       6	1			5	1		1			20	1
10177		2016	4	15	16	25	  6.0	10	 7.0	 7.0							JAPAN		JAPAN:  KUMAMOTO, OITA	  32.782	  130.726	30	      50	1			      1500	4	    4600.000	4	80000	4			      50	1			1500	4	    4600.000	4	80000	4		
10176		2016	4	16	23	58	 36.0	21	 7.8	 7.8							ECUADOR		ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO	    .382	  -79.922	160	     662	3	9	1	      6274	4			6998	4	2740	4	     662	3	9	1	6274	4			6998	4	2740	34
10179	Tsu	2016	4	28	19	33	 24.0	27	 7.0	 7.0							VANUATU		VANUATU ISLANDS	 -16.074	  167.393	170																								
10178		2016	5	11	1	15	 47.0	10	 5.5	 5.5							CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  32.038	   94.987	40					        60	2		1		1							60	2		1		1		
10181		2016	5	18	16	46	 11.0	31	 6.8	 6.8							ECUADOR		ECUADOR:  MANABI PROVINCE	    .465	  -79.641	160	       1	1			       162	3		1		1	32	1	       1	1			162	3		1		1	32	1
10185		2016	6	7	19	15	 16.0	38	 6.3	 6.3							INDONESIA		INDONESIA:  MALUKU:  TERNATE ISLAND	   1.295	  126.355	170								1				3								1				3
10187		2016	7	1	14	58	 55.0	10	 5.4	 5.4							TAJIKISTAN		TAJIKISTAN:  RASHT	  38.883	   70.626									1			31	1								1	31	1		
10188		2016	7	29	21	18	 25.0	212	 7.7	 7.7							USA TERRITORY	MP	NORTHERN MARIANA ISLANDS	  18.515	  145.529	170																								
10189		2016	7	31	23	40	    	10	 5.9	 5.9							INDONESIA		INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA	  -8.218	  117.816						         4	1		2			700	3					4	1		2			700	3
10190	Tsu	2016	8	12	1	26	 35.0	10	 7.2	 7.2							NEW CALEDONIA		NEW CALEDONIA:  LOYALTY ISLANDS	 -22.495	  173.111																									
10191		2016	8	15	2	58	 59.0	10	 5.4	 5.4							PERU		PERU:  AREQUIPA	 -15.613	  -71.671	160	       4	1			        67	2		1	689	3	1291	3	       4	1			67	2		1	689	3	1291	3
10192	Tsu	2016	8	19	7	32	 22.0	10	 7.4	 7.4							SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS		SOUTH SANDWICH ISLANDS	 -55.279	  -31.874	70																								
10194		2016	8	24	1	36	 33.0	10	 6.2	 6.2						8	ITALY		ITALY:  NORICA	  42.714	   13.172	130	     297	3	15	1	       368	3		3		3		2	     297	3	15	1	368	3		3		3		2
10195		2016	8	24	10	34	 55.0	84	 6.8	 6.8						6	MYANMAR (BURMA)		MYANMAR (BURMA): CHAUK	  20.919	   94.579	60	       3	1			        20	1		2			200	3	       3	1			20	1		2			200	2
10196	Tsu	2016	9	1	16	37	 57.0	19	 7.1	 7.1						6	NEW ZEALAND		NEW ZEALAND:  GISBORNE	 -37.401	  179.055	170																								
10197		2016	9	10	12	27	 33.0	40	 5.9	 5.9							TANZANIA		TANZANIA:  LAKE VICTORIA	  -1.030	   31.560	10	      19	1			       252	3		3	1044	4	6281	4	      19	1			252	3		3	1044	4	6281	4
10198		2016	9	11	13	10	  7.0	10	 5.3	 5.3							MACEDONIA		BALKANS NW:  MACEDONIA	  42.012	   21.481	130					        30	1		1				1					30	1		1				1
10199		2016	9	12	11	32	 54.0	10	 4.6	 4.6							SOUTH KOREA		SOUTH KOREA:  GYEONGJU	  35.769	  129.227	30	       1	1			        14	1		1			106	3	       1	1			14	1		1			106	3
10228		2016	9	23	19	11	 56.0	10	 4.8		 4.8						RWANDA		RWANDA:  RISUZI; CONGO:  UKAVU	  -2.650	   29.060	10	       3	1			        25	1		1		1			       3	1			25	1		1		1		
10229		2016	10	1	8	4	 34.0	10	 5.4	 5.4							PAKISTAN		PAKISTAN:  MANSEHRA, NARAN	  34.905	   73.682	60	       1	1				2		1		2			       1	1				2		1		2		
10200		2016	10	21	5	7	 23.0	10	 6.2	 6.2							JAPAN		JAPAN:  KURAYOSHI	  35.358	   33.801	30					         7	1		1	2	1	160	3					7	1		1	2	1	160	3
10201		2016	10	26	19	18	  8.0	10	 6.6	 6.6							ITALY		ITALY:  VISSO, USSITA	  42.934	   13.043	130	       1	1				1		1			1001	4	       1	1				1		1			1001	4
10202		2016	10	30	6	40	 19.0	10	 6.6	 6.6							ITALY		ITALY: NORICA	  42.855	   13.088	130					        12	1		1		1		1					12	1		1		1		1
10204		2016	11	7	1	44	 24.0	5	 5.0	 5.0							USA	OK	OKLAHOMA:  CUSHING	  35.984	  -96.798	150						1		1			50	1						1		1			50	1
10206	Tsu	2016	11	13	11	2	 56.0	53	 7.8	 7.8							NEW ZEALAND		NEW ZEALAND:  AMBERLEY	 -42.757	  173.077	170	       2	1						2				1	       2	1						2	1	1		1
10209	Tsu	2016	11	21	20	59	 49.0	11	 6.9	 6.9							JAPAN		JAPAN: NEAR E COAST HONSHU	  37.392	  141.403	30						1		1										1		1				
10211	Tsu	2016	11	24	18	43	 48.0	10	 7.0	 7.0							NICARAGUA		NICARAGUA	  11.960	  -88.835	100																								
10230		2016	11	27	23	35	 21.0	10	 5.4	 5.4							NEPAL		NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA	  27.806	   86.532	40	       1	1			         1	1		1	2	1			       1	1			1	1		1	2	1		
10231		2016	11	29	20	9	 39.0	5									POLAND		POLAND:  RUDNA	  51.613	   16.157	120	       8	1			         9	1		1					       8	1			9	1		1				
10232		2016	12	1	22	40	 15.0	10	 6.2	 6.2							PERU		PERU:  PUNO, LAMPA	 -15.294	  -70.823	160	       1	1			        17	1		1	8	1	40	1	       1	1			17	1		1	8	1	40	1
10215		2016	12	6	22	3	 32.0	8	 6.5	 6.5							INDONESIA		INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA	   5.281	   96.108	60	     101	3			       600	3		3	245	3	11922	4	     101	3			857	3		3	245	3	11922	4
10218		2016	12	8	17	38	 46.0	41	 7.8	 7.8							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.665	  161.335	170	       1	1						1	191	3	126	3	       1	1						1	191	3	126	3
10219	Tsu	2016	12	9	19	10	  7.0	21	 6.9	 6.9							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.730	  161.107	170																								
10220	Tsu	2016	12	17	10	51	 12.0	103	 7.9	 7.9							PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAINW IRELAND	  -4.509	  153.450	170																								
10221		2016	12	19	7	11	 39.0	10	 5.4	 5.4							ECUADOR		ECUADOR:  ESMERALDAS	    .816	  -79.740	160	       3	1						1	10	1	65	1	       3	1			15	1		1	10	1	65	1
10224	Tsu	2016	12	25	14	22	 27.0	35	 7.6	 7.6							CHILE		CHILE	 -43.416	  -73.880	160								1												1				
10226		2017	1	3	9	9	  2.0	37	 5.5	 5.5							INDIA		INDIA:  AMBASA	  24.016	   92.006	60	       2	1			         3	1		1				2	       2	1			3	1		1				2
10225	Tsu	2017	1	3	21	52	 31.0	17	 6.9	 6.9							FIJI		FIJI ISLANDS	 -19.326	  176.053	170																								
10227		2017	1	6	2	33	 29.0	10	 5.3	 5.3							IRAN		IRAN:  KHONJ	  28.205	   53.116	140	       4	1			         4	1		1					       4	1			4	1		1				
10234		2017	1	18	10	14	 11.0	10	 5.7	 5.7							ITALY		ITALY:  FARINDOLA	  42.601	   13.241	120	      29	1						1		1			      29	1						1		1		
